Benutzername,Rapid gespielt,Account existiert,Rapid-Spiele,Nr
sdtylcn,yes,yes,3306,8902
vivioo7,yes,yes,3535,8905
vseravny1,yes,yes,6867,8907
etna942,yes,yes,16340,8912
alexvalerot,yes,yes,3906,8913
Alymani3,yes,yes,5423,8914
ferry566,yes,yes,10437,8918
r_malix,yes,yes,18180,8927
hitsujyun,yes,yes,8496,8929
chimimdq,yes,yes,9912,8934
Geert1302,yes,yes,11847,8935
porjo,yes,yes,5189,8936
Lionbig77,yes,yes,18245,8940
Naamafantti,yes,yes,4660,8942
NojaRao,yes,yes,4710,8943
Regislian,yes,yes,7030,8948
zeshanqaisar,yes,yes,4313,8950
TokyoDynamite,yes,yes,5414,8961
SAV312,yes,yes,9919,8964
mcjh,yes,yes,11948,8967
sohbea,yes,yes,3965,8968
albennhere,yes,yes,17954,8970
Stanislac,yes,yes,4925,8985
credendovidens,yes,yes,3175,8991
Dreamer_0x01,yes,yes,10208,8993
elpacorepiola,yes,yes,20207,8994
lawrence-chelicenibu,yes,yes,4261,9000
Ekstasis,yes,yes,3302,9001
Alex_litl,yes,yes,7112,9003
sina0406,yes,yes,4855,9005
josealba1,yes,yes,6248,9009
Pradeep18,yes,yes,7108,9011
ludofik25410,yes,yes,3876,9015
Felix72,yes,yes,4958,9016
waseemdaher,yes,yes,8642,9018
capa1975,yes,yes,4839,9020
EagleMaN90,yes,yes,4086,9021
ogan35,yes,yes,3257,9023
sakarcaner,yes,yes,3291,9024
tedor,yes,yes,6831,9026
krownRoyal,yes,yes,5996,9027
Paveldestructor,yes,yes,9290,9035
chirembwa,yes,yes,4402,9039
djpsd84,yes,yes,10044,9040
Khatir,yes,yes,22843,9041
schmiedspuls,yes,yes,7303,9042
ivar0331,yes,yes,5681,9044
dani6ah,yes,yes,3364,9045
osmarcen1,yes,yes,4799,9054
Ammar_Ahmed,yes,yes,6332,9059
komanachi,yes,yes,7161,9065
SadRambo,yes,yes,4256,9075
imotko,yes,yes,8673,9077
mmkhan,yes,yes,5558,9079
Gagai,yes,yes,9474,9083
patoch1,yes,yes,4215,9084
Gbmg,yes,yes,6930,9085
Retribuci0n,yes,yes,3973,9086
moskov,yes,yes,7614,9088
joses1,yes,yes,20456,9091
Casalopez,yes,yes,18145,9092
igrey_tash,yes,yes,13550,9098
Mazertyui,yes,yes,8641,9107
totonchian2020,yes,yes,5300,9116
lm123,yes,yes,11451,9121
bastianodimebag,yes,yes,4449,9126
HellenicTrireme,yes,yes,6508,9129
haykolik,yes,yes,4588,9133
OlegN,yes,yes,19063,9143
pwntoe4,yes,yes,3082,9144
nikolay1973rc,yes,yes,7019,9154
zouhair87,yes,yes,10352,9158
Timoffey,yes,yes,3598,9159
Holylowy,yes,yes,13779,9162
Mercuryjon,yes,yes,10427,9163
lazykrle,yes,yes,18320,9182
fmjvermeulen,yes,yes,6367,9184
crackpotheadbutt,yes,yes,3588,9185
ChristChess1,yes,yes,10576,9189
Albertoff,yes,yes,4438,9192
reda1977,yes,yes,9504,9193
arach915,yes,yes,3121,9202
Aymanya,yes,yes,3671,9203
joandafe,yes,yes,4273,9204
Gascar,yes,yes,8134,9209
narnflan,yes,yes,3192,9215
kurenev1990,yes,yes,3312,9222
weissesroessl,yes,yes,23597,9225
TOPT,yes,yes,15820,9226
broomhead,yes,yes,6513,9232
LordRayden65,yes,yes,5562,9233
denberten,yes,yes,4806,9235
hossam61499,yes,yes,7649,9238
RUSTYDOG1901,yes,yes,7648,9239
hsqwe,yes,yes,3390,9247
takasnina,yes,yes,22575,9248
Artem1978,yes,yes,7020,9249
tesbihK,yes,yes,6061,9253
Crew1000,yes,yes,3138,9265
Mazhar_here,yes,yes,6311,9271
Ilusia,yes,yes,3282,9274
Cardiff54,yes,yes,17303,9277
beks3335,yes,yes,30804,9288
altaets1,yes,yes,22575,9290
Devvats02,yes,yes,4372,9293
ASHOT-ERKAT,yes,yes,5356,9306
dmitriep,yes,yes,17709,9309
David_Chess_Man,yes,yes,3831,9310
ali2761,yes,yes,30955,9311
tarnado777,yes,yes,3768,9317
trubadur17,yes,yes,3892,9328
chylock11,yes,yes,5535,9332
coformento,yes,yes,3015,9334
Esevaspa,yes,yes,4251,9336
HA5H,yes,yes,7226,9343
FT_174,yes,yes,11629,9347
manuboa,yes,yes,5849,9350
baskireddy123,yes,yes,5544,9352
RUNART,yes,yes,13002,9353
zorfo08,yes,yes,5754,9357
WhiteButton,yes,yes,3531,9358
acs31375,yes,yes,8013,9360
salda,yes,yes,5520,9364
Chimborazzo,yes,yes,4959,9371
javed-8168,yes,yes,8342,9374
sb19822008,yes,yes,3699,9379
NasuhK,yes,yes,3017,9384
jutocsa,yes,yes,4791,9386
sezar110,yes,yes,3957,9390
adnan35,yes,yes,8161,9392
checkmatedestiny,yes,yes,6367,9395
shafi171355,yes,yes,3283,9398
asssquare,yes,yes,11164,9400
gsshameem,yes,yes,7752,9401
ArunkumarSundar,yes,yes,3142,9403
amdali,yes,yes,12257,9405
pey111,yes,yes,6117,9406
Chirkutmaster,yes,yes,4628,9411
olegop,yes,yes,15350,9413
mautio2,yes,yes,3872,9415
gguth,yes,yes,17467,9422
mwhit79,yes,yes,7600,9431
Pestov1987,yes,yes,3555,9432
jebisesome,yes,yes,62124,9433
odradek78,yes,yes,6188,9436
zach75lechte,yes,yes,4686,9437
LDFA,yes,yes,3552,9444
nobody1947,yes,yes,43397,9445
thebird,yes,yes,6895,9447
Enry,yes,yes,8476,9449
silverioalves,yes,yes,5572,9450
halmahera,yes,yes,7371,9456
oi57_4,yes,yes,4939,9459
picknicka,yes,yes,5788,9463
Pablo01,yes,yes,6581,9464
scacman,yes,yes,3717,9470
MetatronChess,yes,yes,6622,9477
Percival3M,yes,yes,3254,9482
T0MEK,yes,yes,3570,9484
mb820,yes,yes,23122,9486
arsalan2,yes,yes,7054,9488
jenjulan,yes,yes,9853,9490
Ripre,yes,yes,3449,9494
Fritel,yes,yes,3648,9496
Tapanroy,yes,yes,5091,9497
Chessstosteron,yes,yes,7476,9499
mixgr,yes,yes,5763,9508
marquese9036,yes,yes,4259,9509
prezofchess,yes,yes,12631,9511
Michajow,yes,yes,6611,9512
kemalarm,yes,yes,6398,9525
mr_Jaykes,yes,yes,5040,9528
yst32,yes,yes,4089,9531
carrotop,yes,yes,8879,9532
MuratPolatozkan1,yes,yes,6626,9538
Hashem_asmi,yes,yes,8747,9539
Lavina74,yes,yes,3259,9544
behrouz101,yes,yes,10716,9545
vahiid61,yes,yes,3660,9546
melkoyor,yes,yes,9585,9547
mrtw,yes,yes,7575,9556
buntel,yes,yes,4673,9564
RolanReyno,yes,yes,20400,9567
eantonv,yes,yes,7801,9569
bobbyjasper,yes,yes,7261,9575
Rob00,yes,yes,6802,9580
Leks86,yes,yes,4651,9583
jirica,yes,yes,12210,9595
tram,yes,yes,18756,9599
benjikd,yes,yes,7333,9603
Mellows,yes,yes,4120,9605
den99,yes,yes,7453,9608
Voroshilov,yes,yes,4318,9610
Scarlet_Sherlock,yes,yes,3909,9615
comic,yes,yes,39774,9617
Marina77chess,yes,yes,7691,9620
MariiaRad,yes,yes,3379,9623
tompas,yes,yes,3249,9624
prikeee,yes,yes,13043,9626
kumsal_boyraz,yes,yes,12985,9627
i1lion,yes,yes,6239,9628
voutsas38,yes,yes,3842,9631
Em-Sv,yes,yes,8585,9633
LuisPerez666,yes,yes,4136,9634
dignocrib,yes,yes,14986,9635
RoyalBangal,yes,yes,7457,9642
Patta_Katie,yes,yes,10493,9643
meshare,yes,yes,3446,9644
pinino,yes,yes,3302,9645
JSN1000,yes,yes,8728,9655
lukos05,yes,yes,5518,9657
uralata,yes,yes,7259,9658
rhorville,yes,yes,3783,9659
gremagnus,yes,yes,4283,9664
amit8844,yes,yes,5944,9665
elnp,yes,yes,6331,9671
AbdallahSweden,yes,yes,5771,9672
HenrikofSweden,yes,yes,3835,9677
mauriciogomes,yes,yes,4320,9678
Disposer,yes,yes,19303,9683
sffallen,yes,yes,15557,9684
Vishnu_God_of_Death,yes,yes,4225,9688
Beninca,yes,yes,4181,9691
hugovolmedo,yes,yes,5017,9693
Kostyarik,yes,yes,3040,9695
heisatur,yes,yes,5943,9702
the_rev53,yes,yes,22714,9713
Fukofski1978,yes,yes,7489,9715
rsafarboy,yes,yes,22931,9720
SimG,yes,yes,12296,9721
ilyashoca,yes,yes,28213,9727
Magnifico_E,yes,yes,7927,9728
leonid1974mg,yes,yes,7714,9730
afkham2020,yes,yes,12721,9731
thamyris-67,yes,yes,6286,9745
mj72,yes,yes,7521,9750
kupchinogreat1,yes,yes,4373,9753
Romje77,yes,yes,11958,9754
NCH777,yes,yes,5384,9755
mqll,yes,yes,3625,9756
cht66,yes,yes,22601,9764
goga473,yes,yes,9574,9766
guruSK_15,yes,yes,5331,9770
notusgladyus,yes,yes,29273,9771
Sasha_Lapuhin,yes,yes,3641,9773
ChessSlayer69,yes,yes,6407,9776
fontexcc,yes,yes,11665,9779
nico1010,yes,yes,4513,9780
Spudinho,yes,yes,7468,9792
jafartarkhani,yes,yes,12747,9796
Algis18,yes,yes,17137,9803
eelamuhn,yes,yes,3463,9808
prasen358,yes,yes,3084,9809
swooplord,yes,yes,6716,9810
NoahMelto,yes,yes,10807,9811
enripicc19,yes,yes,5860,9815
harrisonfold,yes,yes,10505,9816
chekcMate,yes,yes,4829,9817
jjk333,yes,yes,13336,9818
pcj,yes,yes,12408,9819
dncr,yes,yes,8221,9821
worm333,yes,yes,6631,9822
Sholanda,yes,yes,5547,9829
odraccir1,yes,yes,45895,9834
alikahi2000,yes,yes,3322,9835
sspiderman,yes,yes,7111,9836
patoulouse,yes,yes,9733,9839
benyaminarabi2341,yes,yes,3388,9845
daniluvas,yes,yes,3376,9848
Vinikike,yes,yes,6431,9849
MrAhmadshenano,yes,yes,3031,9851
m_arada55,yes,yes,4141,9854
gautam1999,yes,yes,8105,9872
ubeytsendur5621,yes,yes,6940,9873
Ole_kobra,yes,yes,11378,9876
albertano1234,yes,yes,9928,9880
mascarpov,yes,yes,12716,9888
keshavkaurav,yes,yes,12571,9889
dzigibau,yes,yes,20026,9893
WhiteChessWarrior,yes,yes,7149,9905
dirtlint,yes,yes,3595,9906
veraj,yes,yes,6181,9907
Alexandr_Markov,yes,yes,8677,9911
zdagreat,yes,yes,5230,9916
omoueza,yes,yes,6271,9918
A4B7A8D1,yes,yes,32953,9919
lunanelpozzo,yes,yes,6870,9922
geek46,yes,yes,9198,9928
tioch,yes,yes,3582,9933
pierrebb,yes,yes,10903,9936
chukwukingsley,yes,yes,6390,9937
burj_khalifa,yes,yes,5308,9939
khunly,yes,yes,3069,9945
gypsymagician,yes,yes,3060,9946
jorgw,yes,yes,18408,9949
Brikken,yes,yes,7601,9951
ArtureRimbaud,yes,yes,7574,9954
nsimageorge,yes,yes,4007,9957
rsp1973,yes,yes,3075,9965
daguilarCHT,yes,yes,7581,9970
naser51,yes,yes,5998,9978
Black0507,yes,yes,3805,9980
NAHAN2000,yes,yes,8417,9981
Spartano,yes,yes,17454,9990
ayatkobra,yes,yes,6489,9993
snegovik2,yes,yes,7368,9996
alberto2,yes,yes,12807,9998
freelancecamera,yes,yes,4393,10003
masuib,yes,yes,20439,10006
jorditrubat,yes,yes,4777,10013
pobler,yes,yes,19727,10020
Hansparov,yes,yes,3117,10022
Shirayukihime,yes,yes,5140,10029
Neburishvili,yes,yes,7547,10030
jevgemean,yes,yes,4268,10039
adriaticor2,yes,yes,4846,10040
Morgondimma,yes,yes,4688,10042
glymakis,yes,yes,6239,10043
Manguan,yes,yes,10478,10044
ben_hadfield2003,yes,yes,3401,10046
Nitin2010,yes,yes,4198,10049
NoChainz,yes,yes,16361,10050
tmkszch,yes,yes,17495,10054
guerrma,yes,yes,10610,10061
caporipens,yes,yes,5354,10062
AARYA143,yes,yes,16431,10063
Huy88,yes,yes,5205,10065
Ismail35,yes,yes,5218,10066
Evgesha328,yes,yes,9929,10070
Makt0,yes,yes,5414,10073
natkeo,yes,yes,3367,10074
msdbhmmsdbhm,yes,yes,6679,10076
ghadjo,yes,yes,10164,10078
JCserna641126,yes,yes,8104,10079
pieropino89,yes,yes,6499,10080
makedonec21,yes,yes,4520,10082
Grindheim,yes,yes,18482,10086
smileyman3,yes,yes,6454,10087
Denthalos,yes,yes,16717,10088
Roberto1150,yes,yes,16834,10091
Let_us_play,yes,yes,10256,10095
gb70,yes,yes,4903,10096
Apolo56,yes,yes,3652,10101
Guybrush_T,yes,yes,4155,10102
kraka,yes,yes,19408,10103
Irisieda,yes,yes,22950,10104
PashaKILLER,yes,yes,24508,10108
yamilvergara,yes,yes,5031,10110
Caballos,yes,yes,5713,10112
tarik-zaimovic,yes,yes,10371,10116
lektro,yes,yes,4780,10124
petrovich32,yes,yes,7624,10126
Bunbury,yes,yes,7757,10134
stick123,yes,yes,4974,10138
The_Ghetto_Gnostic,yes,yes,5083,10142
wibe,yes,yes,12040,10144
K750,yes,yes,9389,10147
SergioCristaldo,yes,yes,4176,10148
RHPerez,yes,yes,8406,10153
mersad94,yes,yes,5296,10154
August_Lenz,yes,yes,6552,10155
Florante,yes,yes,4629,10157
treytherobot,yes,yes,8678,10159
ashilov,yes,yes,8036,10163
GideonSA,yes,yes,3946,10169
james_p,yes,yes,14226,10170
vitaly_236,yes,yes,37916,10173
mostafaHazem,yes,yes,5110,10177
jmc56es,yes,yes,18939,10182
tzrnee,yes,yes,5343,10187
Cliff86,yes,yes,8627,10188
spintwist,yes,yes,4263,10190
alshaman,yes,yes,12024,10191
rusty42,yes,yes,5595,10192
aminnaderi,yes,yes,7300,10195
paparazzo,yes,yes,5706,10202
Godunova367,yes,yes,11461,10213
SMARTSKY,yes,yes,15963,10216
MeanIt,yes,yes,3300,10219
hoppz,yes,yes,3829,10221
enektama,yes,yes,5112,10222
Furesalim22,yes,yes,22677,10223
Toufik63,yes,yes,11006,10224
petrossiovsk,yes,yes,5739,10226
Ronny2242,yes,yes,4421,10227
elyugi,yes,yes,3587,10229
jesusluna,yes,yes,22313,10232
omdasalim1,yes,yes,6122,10234
Grius,yes,yes,4760,10239
hercule-poivrot,yes,yes,11093,10244
Eubo0,yes,yes,3411,10248
PEDAGOG219,yes,yes,6737,10254
KingBron,yes,yes,4542,10256
aubylee007,yes,yes,3818,10261
Ahmedmostafa11,yes,yes,6899,10271
giorgiv15,yes,yes,3368,10280
NakemK,yes,yes,5253,10282
ros275,yes,yes,5086,10284
pwmoraes,yes,yes,3568,10285
ignacio45,yes,yes,12254,10286
DamienStClaire,yes,yes,6232,10289
matanwerbner,yes,yes,5182,10290
fhurou,yes,yes,10699,10297
hoosquare,yes,yes,5572,10303
coco_p969,yes,yes,5166,10314
Stranger9,yes,yes,45298,10317
karka,yes,yes,5341,10318
rosoha,yes,yes,14911,10320
ThanasiPaul,yes,yes,4762,10321
kailashramdeo1,yes,yes,12447,10322
rajivmashru,yes,yes,18119,10326
RAYFRAN48,yes,yes,8984,10327
StarCat,yes,yes,5474,10329
motherofinvention,yes,yes,5334,10332
ltdz,yes,yes,3508,10333
erfaniian,yes,yes,8686,10343
flacktus,yes,yes,4220,10344
ava0872elis,yes,yes,3794,10346
fjurdy,yes,yes,3124,10347
rubal4,yes,yes,4971,10356
Nemesis1970,yes,yes,15193,10357
sayeh93,yes,yes,5677,10359
Vladimir_F,yes,yes,12952,10360
ric_chess,yes,yes,10361,10364
Ludmila42,yes,yes,13410,10366
Roge93,yes,yes,3910,10369
zorand44,yes,yes,7681,10371
mozius,yes,yes,4390,10377
eduval,yes,yes,6984,10378
Jouni52,yes,yes,9835,10381
Snake-Mark,yes,yes,14610,10382
Mark7528,yes,yes,16990,10386
Voidx,yes,yes,7316,10391
tc77,yes,yes,8904,10392
guedisa,yes,yes,10803,10394
Coquille,yes,yes,6773,10397
ropson6990,yes,yes,4327,10399
scarletturkey1948,yes,yes,10431,10400
Marchadus,yes,yes,4361,10401
lukasritonga,yes,yes,4142,10408
DG-2,yes,yes,3964,10412
Telemachoz,yes,yes,7385,10419
shotpoint,yes,yes,7948,10421
Galust_1990,yes,yes,4166,10423
Frank70,yes,yes,8382,10425
hassanesm,yes,yes,4482,10427
hsetia,yes,yes,3642,10428
zastitar,yes,yes,9251,10430
EnmanuelOliva,yes,yes,3109,10437
kilima,yes,yes,15789,10442
Dan23,yes,yes,12828,10446
apalom1,yes,yes,33835,10447
gilbert6,yes,yes,10164,10448
Aribam,yes,yes,5116,10455
FrereKeiser,yes,yes,8639,10457
slowmorph,yes,yes,5680,10467
Gusadrin,yes,yes,8949,10468
perriscal,yes,yes,34195,10470
bluhm,yes,yes,6707,10471
Sergey_Kamsky,yes,yes,8505,10476
calebl,yes,yes,11283,10479
NezarGh939,yes,yes,5860,10481
ahmeterenkaya,yes,yes,6594,10482
drv15,yes,yes,14153,10483
Nick67,yes,yes,7420,10485
diego_mo,yes,yes,4467,10486
Maestro_Don_Migi,yes,yes,3099,10488
Razmisljaj,yes,yes,3960,10491
Vlad117,yes,yes,5841,10500
MartyHRS,yes,yes,5714,10503
figal,yes,yes,9000,10510
hasan123,yes,yes,40126,10514
Lenny99,yes,yes,17432,10517
Saadalhjras,yes,yes,10366,10518
mooelsayed,yes,yes,5946,10526
Yulius,yes,yes,12645,10528
acdcfgt,yes,yes,19502,10530
mmelot,yes,yes,3432,10533
hbt20,yes,yes,7432,10554
Albi1996,yes,yes,19639,10558
kozhnv,yes,yes,3111,10560
Anzzaro,yes,yes,5059,10578
harimato,yes,yes,18538,10583
manbrotheking,yes,yes,5891,10584
raj7saggi,yes,yes,12114,10588
alex1028,yes,yes,8691,10594
rattascalpel,yes,yes,14490,10598
novendralist,yes,yes,5131,10600
davton74,yes,yes,3996,10601
lordlokhraed,yes,yes,4667,10620
HaptRec,yes,yes,10304,10621
PATOUNE21,yes,yes,17043,10627
la34rd,yes,yes,6963,10637
Hernestly123,yes,yes,6241,10639
BrenoArley,yes,yes,3448,10646
davilaff,yes,yes,8179,10659
evgen417,yes,yes,48000,10662
ZIN77L,yes,yes,6742,10672
EmirhanFB,yes,yes,3366,10677
konstasmet,yes,yes,7749,10694
terroy96,yes,yes,6054,10696
lamjung,yes,yes,4372,10697
Sgas1,yes,yes,7761,10698
mr___green,yes,yes,8372,10704
orgio2014,yes,yes,10381,10705
OpenSeason1,yes,yes,12809,10709
nachmaninov,yes,yes,11968,10713
piff215,yes,yes,3236,10716
AndroidB,yes,yes,5116,10721
Antxan,yes,yes,5781,10725
JuandeUruguay,yes,yes,24244,10727
ramanugan,yes,yes,12740,10731
adriego,yes,yes,6219,10735
BCEPABHO,yes,yes,4178,10754
sarijanto,yes,yes,5663,10756
mrfinesse47,yes,yes,4635,10759
bichomalo,yes,yes,4630,10761
AB123456,yes,yes,3181,10763
AJ677,yes,yes,3045,10768
ninka0245,yes,yes,42899,10775
goldy_pama,yes,yes,7564,10776
awafasfsdfsdfsdf,yes,yes,7593,10778
cheguess,yes,yes,4659,10779
sintezators,yes,yes,3308,10794
lorenzopersia,yes,yes,6295,10796
avakarka,yes,yes,12850,10797
redspace89,yes,yes,11218,10798
gerritriana,yes,yes,8256,10805
jose-luis-1960,yes,yes,8666,10807
tigreveloz,yes,yes,3000,10808
Alexei022,yes,yes,5840,10815
Big-benny,yes,yes,5473,10822
amalonlin123,yes,yes,3470,10823
sergiolana,yes,yes,7871,10824
kiko416,yes,yes,7469,10825
georgecostanza,yes,yes,9731,10828
olin,yes,yes,18467,10831
Shliapnikov,yes,yes,5411,10837
micio,yes,yes,16370,10839
orlandorochafilho,yes,yes,9275,10845
itaembu123,yes,yes,4530,10847
paulo577,yes,yes,4121,10850
SK_55,yes,yes,3920,10856
Vetoma,yes,yes,4163,10857
le-petit,yes,yes,9934,10858
Rainmen,yes,yes,23170,10860
MarinoTDV,yes,yes,7835,10862
taopaipai,yes,yes,4179,10863
kapilnema,yes,yes,3847,10864
tlatov,yes,yes,8209,10868
max_ben,yes,yes,5471,10882
vit-lik,yes,yes,6107,10884
evaropg,yes,yes,4133,10892
Fernando73,yes,yes,7822,10894
taupalov,yes,yes,12971,10896
pichondelechuza,yes,yes,7269,10897
DANIMENARD,yes,yes,3922,10898
herochess63,yes,yes,11103,10901
nihathami2017,yes,yes,10892,10917
boldandconfident,yes,yes,7536,10918
vadim754,yes,yes,4864,10921
arabian1knight,yes,yes,6451,10924
Morrsze,yes,yes,5706,10928
juanf8156,yes,yes,7258,10929
valars,yes,yes,19649,10931
Johny99,yes,yes,4705,10932
tmichto,yes,yes,3222,10934
fitimfejzaa,yes,yes,5168,10941
mayssara,yes,yes,3610,10942
MFZM971,yes,yes,10598,10943
ss7gowda,yes,yes,7469,10944
Warakuda,yes,yes,8306,10950
alekvi,yes,yes,6210,10956
vinodccc,yes,yes,8067,10960
mbinsh,yes,yes,3012,10962
KojTiMoj,yes,yes,3995,10963
datokuchavaa,yes,yes,4564,10970
koba31,yes,yes,8965,10971
Drehrumbum,yes,yes,3635,10972
britosmanel,yes,yes,3954,10976
mola,yes,yes,14639,10977
Hyruhero,yes,yes,3016,10979
ChomikLC,yes,yes,3535,10982
harambefan,yes,yes,8831,10986
jlsteb,yes,yes,14665,10987
capt74,yes,yes,20709,10988
fantasmadecarretera,yes,yes,14297,10989
DmitryKievsky,yes,yes,5642,10990
Anfisbena,yes,yes,5460,10991
bambaracao56,yes,yes,9764,10997
danysioux,yes,yes,27180,10998
vjyvtkr,yes,yes,4270,11000
Pcpop,yes,yes,3280,11005
rigocolls,yes,yes,17876,11008
Daniel5454,yes,yes,4784,11017
wg132456,yes,yes,4273,11019
sanjoyo,yes,yes,5809,11023
Marospart,yes,yes,5259,11034
aca1001,yes,yes,12630,11035
DeGrosser,yes,yes,4101,11046
vdimura,yes,yes,6742,11048
winnerloser2,yes,yes,4811,11049
Via4eslaw,yes,yes,5094,11050
redouane02,yes,yes,4401,11066
egisto,yes,yes,4547,11069
noon69,yes,yes,3721,11070
alatkon,yes,yes,3219,11073
foxmostafa,yes,yes,3857,11085
miou,yes,yes,7681,11087
marian272,yes,yes,11679,11089
bezesezey,yes,yes,9728,11090
chah1,yes,yes,23627,11097
mc_gyver,yes,yes,3953,11102
Gemish,yes,yes,7716,11103
elev8,yes,yes,8519,11109
Prometheus320d,yes,yes,5573,11114
P4P3RCU7,yes,yes,3239,11115
yosfnasr1010,yes,yes,11020,11116
chessveendam,yes,yes,12014,11120
zemisel,yes,yes,3066,11124
JussiVatanen,yes,yes,5907,11137
randPlayer,yes,yes,8463,11138
Rafaelconde28,yes,yes,3022,11139
Vwbuscamdust,yes,yes,7756,11141
Vadim357,yes,yes,4836,11142
Bonaldini,yes,yes,4152,11145
medferachi,yes,yes,4329,11148
bestrookie,yes,yes,3587,11149
sevencostanza,yes,yes,6566,11150
sabari86,yes,yes,9515,11172
Nikolai1555,yes,yes,4213,11175
Raconch,yes,yes,7416,11186
Kvosough,yes,yes,12315,11189
PYSchanen,yes,yes,5860,11205
Ferreve,yes,yes,10173,11207
jonathas93,yes,yes,4752,11219
timapp,yes,yes,3956,11221
PeterW,yes,yes,10638,11222
carlo55,yes,yes,4450,11227
Aurelianogd,yes,yes,3088,11235
gagy1900,yes,yes,3185,11239
richmond27,yes,yes,12772,11245
Majidou,yes,yes,14764,11247
Velloso,yes,yes,15192,11249
petttro,yes,yes,40168,11250
queen4321,yes,yes,7400,11251
askmaty,yes,yes,4188,11256
Protopunk,yes,yes,9971,11260
baswanteab,yes,yes,3874,11262
lodrice,yes,yes,3668,11269
Golanchik,yes,yes,12175,11270
mx175,yes,yes,42325,11273
bjt279,yes,yes,3150,11275
jakub_zarzycki,yes,yes,4209,11278
Mergreen,yes,yes,5130,11279
Stalin999,yes,yes,4176,11284
Juancon,yes,yes,15258,11285
Vityay,yes,yes,7106,11308
kayhan34,yes,yes,9249,11311
GFeletro,yes,yes,8414,11313
cpacho,yes,yes,6344,11314
n00b1an,yes,yes,3589,11321
Aleev,yes,yes,18376,11324
GrandMaoster,yes,yes,5645,11327
maxiargentino,yes,yes,13439,11330
Xiangqi_Dashi,yes,yes,3886,11334
poterabb,yes,yes,31641,11335
bachirbendjnidi,yes,yes,3621,11339
Ks_jamdagni,yes,yes,5238,11340
Kolus,yes,yes,5089,11345
abdaalla,yes,yes,5938,11348
mousaJalali,yes,yes,22066,11349
varenagames,yes,yes,5436,11350
xwelidank,yes,yes,3993,11358
tizzee,yes,yes,5328,11369
cometoplay,yes,yes,11390,11378
chano47,yes,yes,6147,11384
Al_Kadasi006,yes,yes,10556,11386
serdarifi,yes,yes,4725,11387
mark62,yes,yes,4727,11389
SAGChamp08,yes,yes,3099,11390
ALE0408,yes,yes,4981,11391
mazanbaku,yes,yes,7486,11400
andonyadis,yes,yes,4226,11404
ivan_kzn,yes,yes,5179,11405
ELJONSSON,yes,yes,10676,11407
erkr,yes,yes,9273,11411
AlaskanBullworm69,yes,yes,4846,11416
gegetrois,yes,yes,8397,11421
DanHolm,yes,yes,3435,11423
Oxytocinblb,yes,yes,3941,11426
dolzigor,yes,yes,7368,11427
gorgo-51,yes,yes,19212,11429
cainstorm,yes,yes,4938,11433
Dedyotty,yes,yes,3648,11435
ghsang,yes,yes,11549,11436
malmoj,yes,yes,3475,11437
joechess23,yes,yes,8338,11439
non7,yes,yes,3483,11440
stephenf69,yes,yes,3764,11443
gggalan1,yes,yes,3758,11447
kaisaw,yes,yes,19275,11453
moving_leapord,yes,yes,9167,11459
JarnoL,yes,yes,4261,11466
sargos,yes,yes,9874,11473
petrovich142,yes,yes,26766,11475
beaconstrasse,yes,yes,14974,11481
Dimasik12345,yes,yes,5084,11482
Chkalovec1936,yes,yes,8060,11487
sakama,yes,yes,3546,11492
AleksandrVece,yes,yes,5483,11494
kalak_2,yes,yes,6829,11495
jb75009,yes,yes,5537,11497
juliokaesar,yes,yes,8078,11502
lammlachs,yes,yes,3857,11504
jevgeni7AAA7,yes,yes,3623,11511
asghari56,yes,yes,3846,11522
Dk18,yes,yes,3512,11523
Flannelfrenzy,yes,yes,5303,11524
seilustig,yes,yes,10919,11525
fenix322,yes,yes,12657,11526
Eduardo8516,yes,yes,3038,11530
iAvadin,yes,yes,3117,11537
sexonac,yes,yes,4143,11541
Mir60,yes,yes,7298,11547
Evolutionrus,yes,yes,31193,11554
Celil06,yes,yes,4426,11556
floflo89,yes,yes,11526,11557
extrasauceontop,yes,yes,4379,11558
weselka,yes,yes,9287,11559
rezazrb,yes,yes,3761,11561
the2rooks,yes,yes,6851,11564
RafelAngel,yes,yes,5464,11570
tiago_pinheiro,yes,yes,10423,11572
Castleyrock,yes,yes,7181,11576
satyasiri,yes,yes,5240,11577
cafedechoix,yes,yes,3950,11583
NikBud,yes,yes,3106,11590
gbpucb,yes,yes,4470,11591
Chirag18,yes,yes,3086,11596
Ahmed--Ebrahem,yes,yes,7115,11597
Darkkhnight,yes,yes,11316,11598
Shinshaka,yes,yes,6651,11607
SS-XXX,yes,yes,5284,11618
Kobracan,yes,yes,10778,11619
Alibn,yes,yes,6450,11621
Edwin_Moreira,yes,yes,3403,11624
schenky00,yes,yes,4232,11625
MaxWest,yes,yes,3273,11626
pankr,yes,yes,19909,11630
headat,yes,yes,4220,11633
smokinggun,yes,yes,6335,11636
reincheck,yes,yes,19990,11637
McKennaBeater,yes,yes,9071,11639
SergKRD,yes,yes,3122,11640
leopold2016,yes,yes,3412,11641
anis1982,yes,yes,3817,11649
samal1973,yes,yes,11667,11651
gg264,yes,yes,3617,11655
Leonid34,yes,yes,10526,11656
moryves,yes,yes,13282,11657
RubensC23,yes,yes,3839,11663
alexx_sh,yes,yes,5384,11675
psxt12,yes,yes,14951,11677
